Region main,Specific_region,year,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Unknown,Total,
Grampians,Hobsons Bay (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Hobsons Bay (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Hobsons Bay (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Hobsons Bay (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Horsham (RC), 2019YTD,4,3,2,4,5,1,2,3,1,1,3,3,4,1,3,2,7,7,0,56,
Grampians,Horsham (RC), 2018YTD,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,7,
Grampians,Horsham (RC), 2017YTD,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,8,
Grampians,Horsham (RC), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Horsham (RC), 2018Total,1,0,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,3,0,14,
Grampians,Horsham (RC), 2017Total,2,3,3,1,3,4,0,1,3,2,2,1,2,1,0,1,1,4,0,34,
Grampians,Horsham (RC), 2016Total,2,1,0,2,0,1,4,2,0,1,1,0,1,2,0,0,0,3,0,20,
Grampians,Knox (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Knox (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Knox (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Knox (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Knox (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Knox (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
Grampians,Knox (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Latrobe (C), 2019YTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Grampians,Latrobe (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Latrobe (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Latrobe (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Latrobe (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Latrobe (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Latrobe (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Maribyrnong (C), 2019YTD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,
Grampians,Maribyrnong (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Maribyrnong (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Maribyrnong (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Maribyrnong (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Maribyrnong (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Maribyrnong (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Moorabool (S), 2019YTD,15,19,15,13,7,13,14,12,12,8,17,9,12,8,11,9,4,7,0,205,
Grampians,Moorabool (S), 2018YTD,1,2,0,2,0,2,2,3,3,0,2,3,0,1,2,1,0,0,0,24,
Grampians,Moorabool (S), 2017YTD,1,0,2,2,2,0,3,2,2,2,4,0,4,3,2,0,0,1,0,30,
Grampians,Moorabool (S), 2016YTD,5,1,0,1,0,1,1,2,1,2,1,1,0,2,1,0,0,0,0,19,
Grampians,Moorabool (S), 2018Total,5,9,0,3,2,4,8,9,7,3,4,4,3,6,2,4,0,1,0,74,
Grampians,Moorabool (S), 2017Total,17,17,12,17,12,11,15,13,12,17,15,15,15,14,11,11,7,6,0,237,
Grampians,Moorabool (S), 2016Total,9,4,0,5,1,1,1,4,1,7,5,4,1,4,3,2,1,9,0,62,
Grampians,Northern Grampians (S), 2019YTD,5,1,0,1,0,1,3,0,1,1,0,2,3,1,1,2,4,0,0,26,
Grampians,Northern Grampians (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Northern Grampians (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
Grampians,Northern Grampians (S), 2016YTD,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
Grampians,Northern Grampians (S), 2018Total,0,0,0,0,1,2,1,0,2,4,0,2,1,2,0,2,0,3,0,20,
Grampians,Northern Grampians (S), 2017Total,1,1,1,0,1,0,1,1,0,0,1,1,3,3,2,0,3,8,0,27,
Grampians,Northern Grampians (S), 2016Total,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,4,
Grampians,Pyrenees (S), 2019YTD,0,1,2,0,0,1,1,2,1,2,1,4,0,0,1,2,0,2,0,20,
Grampians,Pyrenees (S), 2018YTD,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,
Grampians,Pyrenees (S), 2017YTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,4,
Grampians,Pyrenees (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
Grampians,Pyrenees (S), 2018Total,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,
Grampians,Pyrenees (S), 2017Total,0,1,0,1,1,1,0,0,3,2,3,0,1,2,5,4,1,0,0,25,
Grampians,Pyrenees (S), 2016Total,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,1,1,0,8,
Grampians,West Wimmera (S), 2019YTD,1,0,3,2,1,2,3,0,2,1,0,1,1,2,0,5,2,0,0,26,
Grampians,West Wimmera (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,West Wimmera (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,
Grampians,West Wimmera (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,West Wimmera (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,West Wimmera (S), 2017Total,2,0,2,0,0,0,0,1,2,1,0,3,2,1,1,6,3,9,0,33,
Grampians,West Wimmera (S), 2016Total,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Grampians,Whitehorse (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
Grampians,Whitehorse (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Whitehorse (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Whitehorse (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Whitehorse (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Whitehorse (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Whitehorse (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Grampians,Yarriambiack (S), 2019YTD,0,0,1,0,1,2,1,1,0,0,2,2,1,2,0,1,0,1,0,15,
Grampians,Yarriambiack (S), 2018YTD,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Grampians,Yarriambiack (S), 2017YTD,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,1,4,0,10,
Grampians,Yarriambiack (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
Grampians,Yarriambiack (S), 2018Total,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,
Grampians,Yarriambiack (S), 2017Total,2,1,0,0,1,0,0,1,0,0,2,0,4,2,2,2,1,7,0,25,
Grampians,Yarriambiack (S), 2016Total,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,4,3,0,11,
Hume,Alpine (S), 2019YTD,6,4,9,2,6,3,6,4,3,8,3,4,5,5,3,1,2,5,0,79,
Hume,Alpine (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,
Hume,Alpine (S), 2017YTD,0,0,1,2,3,0,0,1,0,2,0,1,0,1,1,0,0,1,0,13,
Hume,Alpine (S), 2016YTD,0,2,0,0,0,0,0,2,2,1,0,2,0,1,0,1,0,0,0,11,
Hume,Alpine (S), 2018Total,1,5,5,2,1,1,2,7,5,4,4,2,5,4,4,1,1,8,0,62,
Hume,Alpine (S), 2017Total,7,8,4,6,9,2,5,6,10,7,5,6,7,10,6,6,3,19,0,126,
Hume,Alpine (S), 2016Total,1,8,7,1,2,4,0,3,7,4,0,6,6,5,3,3,1,0,1,62,
Hume,Benalla (RC), 2019YTD,6,4,10,6,5,4,2,7,2,6,8,5,6,5,10,4,4,10,0,104,
Hume,Benalla (RC), 2018YTD,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,0,0,0,0,7,
Hume,Benalla (RC), 2017YTD,1,0,2,4,1,1,1,1,0,1,2,1,1,0,2,1,0,0,0,19,
Hume,Benalla (RC), 2016YTD,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,4,
Hume,Benalla (RC), 2018Total,5,10,1,1,1,1,0,1,1,0,2,4,6,1,4,2,0,0,0,40,
Hume,Benalla (RC), 2017Total,6,1,6,14,11,6,9,6,5,12,20,23,16,12,17,17,15,19,0,215,
Hume,Benalla (RC), 2016Total,0,2,3,4,5,4,3,1,2,1,5,2,2,6,2,4,2,0,0,48,
Hume,Boroondara (C), 2019YTD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
Hume,Boroondara (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Boroondara (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Boroondara (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Boroondara (C), 2018Total,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
Hume,Boroondara (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Boroondara (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Casey (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
Hume,Casey (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
Hume,Casey (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Casey (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Casey (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
Hume,Casey (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Casey (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Darebin (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Darebin (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Darebin (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Darebin (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Darebin (C), 2018Total,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Hume,Darebin (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Darebin (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Greater Shepparton (C), 2019YTD,54,42,20,23,17,21,16,18,11,18,12,20,17,7,10,14,10,15,0,345,
Hume,Greater Shepparton (C), 2018YTD,1,0,0,1,1,2,0,1,1,3,0,0,4,0,4,0,0,0,0,18,
Hume,Greater Shepparton (C), 2017YTD,3,1,3,2,1,1,1,0,2,1,0,1,4,0,1,1,2,3,0,27,
Hume,Greater Shepparton (C), 2016YTD,1,2,0,1,2,2,0,1,1,0,1,1,5,2,0,0,1,0,0,20,
Hume,Greater Shepparton (C), 2018Total,16,22,3,3,3,8,4,6,8,6,2,4,10,4,7,0,0,0,0,106,
Hume,Greater Shepparton (C), 2017Total,22,23,16,19,15,11,9,12,14,17,11,14,8,15,10,11,12,10,0,249,
Hume,Greater Shepparton (C), 2016Total,6,4,4,2,3,4,5,3,3,1,3,2,7,5,0,2,3,3,0,60,
Hume,Indigo (S), 2019YTD,9,6,5,3,0,5,6,2,3,5,7,7,8,2,5,2,4,4,0,83,
Hume,Indigo (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,3,
Hume,Indigo (S), 2017YTD,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,6,
Hume,Indigo (S), 2016YTD,1,1,0,1,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0,8,
Hume,Indigo (S), 2018Total,1,2,2,0,0,0,0,0,0,1,3,1,0,1,1,0,0,0,0,12,
Hume,Indigo (S), 2017Total,2,4,2,0,2,2,2,1,4,7,13,7,4,2,6,5,2,3,0,68,
Hume,Indigo (S), 2016Total,2,5,1,4,3,2,0,0,0,4,1,1,3,1,0,1,0,0,0,28,
Hume,Latrobe (C), 2019YTD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
Hume,Latrobe (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Latrobe (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Latrobe (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Latrobe (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Latrobe (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Latrobe (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Mansfield (S), 2019YTD,6,6,1,7,3,1,5,3,4,5,2,2,3,4,2,5,3,0,0,62,
Hume,Mansfield (S), 2018YTD,0,0,0,0,0,1,0,0,0,0,1,1,1,2,0,0,0,0,0,6,
Hume,Mansfield (S), 2017YTD,0,0,0,1,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,6,
Hume,Mansfield (S), 2016YTD,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,
Hume,Mansfield (S), 2018Total,2,1,0,0,0,2,2,1,0,1,3,2,1,3,0,0,0,0,0,18,
Hume,Mansfield (S), 2017Total,10,7,5,4,5,2,5,8,10,5,2,14,9,11,9,5,6,9,0,126,
Hume,Mansfield (S), 2016Total,4,2,4,0,1,1,4,2,1,0,1,2,1,2,1,1,0,0,0,27,
Hume,Mitchell (S), 2019YTD,19,13,7,13,11,15,13,15,12,8,9,10,10,5,3,2,0,2,0,167,
Hume,Mitchell (S), 2018YTD,2,5,0,1,0,2,0,0,1,0,4,2,1,1,0,0,0,1,0,20,
Hume,Mitchell (S), 2017YTD,1,1,0,2,4,4,1,3,0,0,3,3,1,2,2,4,0,1,0,32,
Hume,Mitchell (S), 2016YTD,1,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,7,
Hume,Mitchell (S), 2018Total,2,8,2,2,2,3,1,3,3,3,6,2,2,4,1,0,0,1,0,45,
Hume,Mitchell (S), 2017Total,17,24,8,22,26,14,10,21,13,11,15,17,11,16,19,12,9,10,0,275,
Hume,Mitchell (S), 2016Total,4,3,2,3,4,7,2,2,2,3,3,1,2,1,2,2,0,1,0,44,
Hume,Moira (S), 2019YTD,30,11,8,7,11,10,9,12,5,14,8,12,14,8,18,13,8,17,0,215,
Hume,Moira (S), 2018YTD,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,5,
Hume,Moira (S), 2017YTD,3,0,0,2,0,1,0,0,1,1,4,0,3,1,0,0,1,0,0,17,
Hume,Moira (S), 2016YTD,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,6,
Hume,Moira (S), 2018Total,5,1,2,1,3,1,2,0,1,0,1,2,1,0,1,1,0,1,0,23,
Hume,Moira (S), 2017Total,11,15,7,7,7,11,6,8,6,13,12,5,11,10,11,9,12,15,0,176,
Hume,Moira (S), 2016Total,0,1,0,5,2,1,0,1,1,2,2,3,1,0,1,2,0,1,0,23,
Hume,Murrindindi (S), 2019YTD,4,8,9,6,5,5,3,1,4,6,4,2,2,1,3,3,1,3,0,70,
Hume,Murrindindi (S), 2018YTD,0,1,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,0,0,7,
Hume,Murrindindi (S), 2017YTD,1,1,0,2,1,0,0,0,2,0,0,1,0,1,1,1,1,0,0,12,
Hume,Murrindindi (S), 2016YTD,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,5,
Hume,Murrindindi (S), 2018Total,3,2,0,0,0,0,0,1,2,1,1,1,0,3,0,0,2,1,0,17,
Hume,Murrindindi (S), 2017Total,2,2,2,4,4,3,1,1,4,5,5,5,2,7,4,5,5,6,0,67,
Hume,Murrindindi (S), 2016Total,1,1,0,1,1,1,0,1,1,1,1,1,3,6,1,3,2,1,0,26,
Hume,Strathbogie (S), 2019YTD,7,1,1,2,2,1,3,0,2,0,4,2,1,2,0,2,0,4,0,34,
Hume,Strathbogie (S), 2018YTD,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,4,
Hume,Strathbogie (S), 2017YTD,0,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,1,0,7,
Hume,Strathbogie (S), 2016YTD,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,4,
Hume,Strathbogie (S), 2018Total,1,0,0,2,0,1,1,0,2,1,0,1,0,0,0,0,0,0,0,9,
Hume,Strathbogie (S), 2017Total,0,1,1,0,1,2,3,2,2,4,4,2,2,5,5,3,1,4,0,42,
Hume,Strathbogie (S), 2016Total,0,1,0,0,0,1,0,2,1,0,1,0,4,0,0,0,1,0,0,11,
Hume,Towong (S), 2019YTD,6,4,0,1,1,0,2,0,5,1,1,3,3,4,6,2,4,2,0,45,
Hume,Towong (S), 2018YTD,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,
Hume,Towong (S), 2017YTD,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,
Hume,Towong (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Towong (S), 2018Total,0,1,0,0,0,1,0,1,0,0,0,0,3,1,0,1,0,0,0,8,
Hume,Towong (S), 2017Total,4,2,0,0,2,0,0,0,1,2,2,2,0,3,3,0,4,2,0,27,
Hume,Towong (S), 2016Total,0,0,0,0,1,1,0,0,1,0,0,0,0,0,4,3,1,11,0,22,
Hume,Unincorporated Vic, 2019YTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Hume,Unincorporated Vic, 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Unincorporated Vic, 2017YTD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Hume,Unincorporated Vic, 2016YTD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Hume,Unincorporated Vic, 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Unincorporated Vic, 2017Total,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,
Hume,Unincorporated Vic, 2016Total,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,
Hume,Wangaratta (RC), 2019YTD,13,12,9,8,11,8,18,11,8,11,11,12,15,9,15,7,18,18,0,214,
Hume,Wangaratta (RC), 2018YTD,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,0,3,0,0,9,
Hume,Wangaratta (RC), 2017YTD,2,0,1,0,1,1,1,0,0,0,1,3,0,0,0,0,1,0,0,11,
Hume,Wangaratta (RC), 2016YTD,1,0,1,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,7,
Hume,Wangaratta (RC), 2018Total,9,4,2,1,3,2,2,3,2,1,2,6,3,2,2,0,3,1,0,48,
Hume,Wangaratta (RC), 2017Total,14,9,9,15,16,6,6,8,11,9,17,26,16,14,10,9,13,48,0,256,
Hume,Wangaratta (RC), 2016Total,6,2,1,7,2,0,4,2,1,4,1,5,2,3,3,2,1,1,0,47,
Hume,Whittlesea (C), 2019YTD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Hume,Whittlesea (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Whittlesea (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Whittlesea (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Whittlesea (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Whittlesea (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Whittlesea (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Wodonga (RC), 2019YTD,42,24,11,15,34,32,24,12,12,11,14,23,19,11,12,12,11,29,0,348,
Hume,Wodonga (RC), 2018YTD,2,1,2,1,0,2,1,1,2,1,0,1,6,1,1,0,1,0,0,23,
Hume,Wodonga (RC), 2017YTD,5,1,0,4,4,0,0,2,2,3,2,0,0,3,0,0,4,0,0,30,
Hume,Wodonga (RC), 2016YTD,4,1,1,1,0,2,0,1,0,2,2,0,0,1,1,0,0,1,0,17,
Hume,Wodonga (RC), 2018Total,8,14,13,4,8,7,9,9,7,6,7,8,13,3,2,1,2,2,0,123,
Hume,Wodonga (RC), 2017Total,25,22,13,23,25,14,17,10,15,15,16,18,10,5,17,14,12,13,0,284,
Hume,Wodonga (RC), 2016Total,11,9,6,6,7,12,10,8,5,8,5,6,7,6,4,3,3,5,1,122,
Hume,Yarra Ranges (S), 2019YTD,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Hume,Yarra Ranges (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Yarra Ranges (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Yarra Ranges (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Yarra Ranges (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Yarra Ranges (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Hume,Yarra Ranges (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Buloke (S), 2019YTD,0,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,2,0,8,
Loddon Mallee,Buloke (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,
Loddon Mallee,Buloke (S), 2017YTD,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
Loddon Mallee,Buloke (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Buloke (S), 2018Total,0,0,0,0,1,1,0,2,0,2,2,0,1,2,0,1,0,0,0,12,
Loddon Mallee,Buloke (S), 2017Total,1,0,1,0,1,1,1,0,1,3,0,2,4,2,1,1,1,1,0,21,
Loddon Mallee,Buloke (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,
Loddon Mallee,Campaspe (S), 2019YTD,16,9,3,9,16,9,15,8,7,5,7,13,18,12,14,8,9,14,0,192,
Loddon Mallee,Campaspe (S), 2018YTD,0,0,0,1,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,6,
Loddon Mallee,Campaspe (S), 2017YTD,3,5,0,1,0,1,1,1,4,1,2,1,0,5,2,1,1,0,0,29,
Loddon Mallee,Campaspe (S), 2016YTD,0,0,0,0,0,0,0,1,0,1,1,0,0,2,2,5,1,1,0,14,
Loddon Mallee,Campaspe (S), 2018Total,2,1,1,2,1,2,1,3,3,0,6,3,6,0,7,1,3,8,0,50,
Loddon Mallee,Campaspe (S), 2017Total,10,19,7,8,2,6,7,8,15,8,13,8,10,15,10,5,14,22,0,187,
Loddon Mallee,Campaspe (S), 2016Total,7,6,2,1,1,0,0,1,1,2,1,1,3,2,6,7,2,2,0,45,
Loddon Mallee,Cardinia (S), 2019YTD,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
Loddon Mallee,Cardinia (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Cardinia (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Cardinia (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Cardinia (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Cardinia (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Loddon Mallee,Cardinia (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
