Region main,Specific_region,year,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85+,Unknown,Total,
Northern and Western Metropolitan,Yarra (C), 2017YTD,4,3,2,4,7,11,8,11,5,7,6,8,6,5,2,3,2,2,0,96,
Northern and Western Metropolitan,Yarra (C), 2016YTD,4,3,2,6,4,7,8,6,4,3,1,1,1,2,2,1,0,0,0,55,
Northern and Western Metropolitan,Yarra (C), 2018Total,8,10,5,2,8,15,23,23,16,12,13,8,14,6,11,9,3,6,0,192,
Northern and Western Metropolitan,Yarra (C), 2017Total,30,34,16,16,35,57,68,52,52,38,27,33,27,22,15,19,10,16,0,567,
Northern and Western Metropolitan,Yarra (C), 2016Total,8,7,6,8,13,24,27,14,10,9,4,6,8,10,8,6,10,6,0,184,
Northern and Western Metropolitan,Yarra Ranges (S), 2019YTD,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,
Northern and Western Metropolitan,Yarra Ranges (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Yarra Ranges (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Yarra Ranges (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Yarra Ranges (S), 2018Total,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Northern and Western Metropolitan,Yarra Ranges (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Northern and Western Metropolitan,Yarra Ranges (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Banyule (C), 2019YTD,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,4,
Southern Metropolitan,Banyule (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Banyule (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Banyule (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Banyule (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Banyule (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Banyule (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Baw Baw (S), 2019YTD,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Southern Metropolitan,Baw Baw (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Baw Baw (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Baw Baw (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Baw Baw (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Baw Baw (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Baw Baw (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Bayside (C), 2019YTD,59,62,61,52,41,29,33,36,45,48,43,44,40,29,30,15,17,13,0,697,
Southern Metropolitan,Bayside (C), 2018YTD,7,6,7,4,5,1,1,5,11,9,12,8,2,13,5,3,3,4,0,106,
Southern Metropolitan,Bayside (C), 2017YTD,22,29,21,16,9,4,11,22,20,31,28,17,13,16,12,4,9,9,0,293,
Southern Metropolitan,Bayside (C), 2016YTD,6,7,2,4,6,2,3,10,4,8,2,6,7,2,1,1,3,5,0,79,
Southern Metropolitan,Bayside (C), 2018Total,17,15,15,11,11,9,5,14,26,22,21,18,13,19,9,4,7,10,0,246,
Southern Metropolitan,Bayside (C), 2017Total,103,176,118,103,49,34,39,86,90,105,105,93,79,62,50,41,32,70,0,1435,
Southern Metropolitan,Bayside (C), 2016Total,21,31,14,30,25,15,18,25,16,33,19,21,25,9,12,14,18,28,1,375,
Southern Metropolitan,Boroondara (C), 2019YTD,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,
Southern Metropolitan,Boroondara (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Boroondara (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Boroondara (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Boroondara (C), 2018Total,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,
Southern Metropolitan,Boroondara (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Boroondara (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Brighton (M), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Brighton (M), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Brighton (M), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Brighton (M), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Brighton (M), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Brighton (M), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Brighton (M), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
Southern Metropolitan,Brimbank (C), 2019YTD,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
Southern Metropolitan,Brimbank (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Brimbank (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Brimbank (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Brimbank (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Brimbank (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Brimbank (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Cardinia (S), 2019YTD,147,151,78,52,42,68,80,74,62,44,29,30,27,21,29,20,32,52,0,1038,
Southern Metropolitan,Cardinia (S), 2018YTD,4,3,1,0,0,4,4,2,0,4,2,4,2,4,1,1,0,1,0,37,
Southern Metropolitan,Cardinia (S), 2017YTD,11,11,7,14,5,4,8,6,9,11,3,7,2,7,5,7,8,11,0,136,
Southern Metropolitan,Cardinia (S), 2016YTD,6,3,1,0,2,4,4,2,1,3,2,3,1,0,1,1,0,0,0,34,
Southern Metropolitan,Cardinia (S), 2018Total,28,22,8,4,3,12,16,10,9,9,11,13,11,9,4,10,3,3,0,185,
Southern Metropolitan,Cardinia (S), 2017Total,104,140,61,51,35,36,44,47,51,50,41,35,39,38,30,26,29,34,0,891,
Southern Metropolitan,Cardinia (S), 2016Total,15,12,5,8,14,13,12,9,6,16,11,10,10,14,3,13,11,16,2,200,
Southern Metropolitan,Casey (C), 2019YTD,411,435,188,160,181,166,222,227,132,124,103,112,83,72,57,53,40,57,0,2823,
Southern Metropolitan,Casey (C), 2018YTD,27,12,8,4,3,5,8,13,11,9,10,12,12,9,3,7,5,4,0,162,
Southern Metropolitan,Casey (C), 2017YTD,47,29,17,14,12,14,35,35,25,18,22,18,17,20,14,20,13,13,0,383,
Southern Metropolitan,Casey (C), 2016YTD,14,5,6,4,10,3,11,9,10,12,16,7,12,8,2,3,1,2,0,135,
Southern Metropolitan,Casey (C), 2018Total,105,74,26,16,22,32,50,62,35,46,37,33,33,28,27,14,13,11,0,664,
Southern Metropolitan,Casey (C), 2017Total,355,396,201,155,122,109,166,175,183,157,146,136,112,87,78,70,76,83,0,2807,
Southern Metropolitan,Casey (C), 2016Total,60,36,34,47,40,51,42,62,59,42,56,46,33,42,28,29,34,71,0,812,
Southern Metropolitan,Corangamite (S), 2019YTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Southern Metropolitan,Corangamite (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Corangamite (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Corangamite (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Corangamite (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Corangamite (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Corangamite (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Frankston (C), 2019YTD,124,112,53,37,48,62,64,65,40,42,40,48,47,23,23,15,20,19,0,882,
Southern Metropolitan,Frankston (C), 2018YTD,10,6,0,0,2,5,2,6,2,7,5,4,6,8,7,2,5,2,0,79,
Southern Metropolitan,Frankston (C), 2017YTD,20,10,4,9,9,8,10,10,7,9,8,8,13,12,10,4,13,33,0,197,
Southern Metropolitan,Frankston (C), 2016YTD,6,4,4,2,3,4,3,8,7,1,5,7,2,4,0,1,2,0,0,63,
Southern Metropolitan,Frankston (C), 2018Total,39,33,5,9,18,28,23,26,21,28,16,21,20,19,14,8,8,7,0,343,
Southern Metropolitan,Frankston (C), 2017Total,100,99,58,51,53,52,74,69,75,76,66,67,69,55,37,34,38,83,0,1156,
Southern Metropolitan,Frankston (C), 2016Total,25,15,16,14,11,12,15,18,21,14,20,19,7,13,9,14,16,33,1,293,
Southern Metropolitan,Glen Eira (C), 2019YTD,114,130,83,71,49,74,98,91,63,51,59,51,42,29,27,18,22,39,0,1111,
Southern Metropolitan,Glen Eira (C), 2018YTD,6,5,5,4,4,5,3,10,4,8,5,9,4,6,3,3,3,1,0,88,
Southern Metropolitan,Glen Eira (C), 2017YTD,33,24,14,14,10,9,17,29,14,15,17,17,17,15,9,9,13,11,0,287,
Southern Metropolitan,Glen Eira (C), 2016YTD,13,5,2,1,5,5,8,6,6,11,4,2,2,2,0,3,5,4,0,84,
Southern Metropolitan,Glen Eira (C), 2018Total,25,25,19,12,17,23,20,23,16,29,13,16,18,11,7,6,12,14,0,306,
Southern Metropolitan,Glen Eira (C), 2017Total,142,174,111,106,62,54,87,106,104,85,92,89,83,64,52,43,64,107,0,1625,
Southern Metropolitan,Glen Eira (C), 2016Total,42,27,29,21,17,20,26,18,24,28,14,24,19,18,10,15,22,53,0,427,
Southern Metropolitan,Greater Bendigo (C), 2019YTD,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Southern Metropolitan,Greater Bendigo (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Greater Bendigo (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Greater Bendigo (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Greater Bendigo (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Greater Bendigo (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Greater Bendigo (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Greater Dandenong (C), 2019YTD,123,108,53,42,41,60,80,72,42,31,38,46,38,26,36,24,35,39,0,934,
Southern Metropolitan,Greater Dandenong (C), 2018YTD,11,5,1,1,3,3,6,5,6,2,4,5,2,4,3,3,3,3,0,70,
Southern Metropolitan,Greater Dandenong (C), 2017YTD,25,11,9,5,3,10,8,9,7,10,8,10,13,11,19,18,16,26,0,218,
Southern Metropolitan,Greater Dandenong (C), 2016YTD,11,3,2,2,2,3,5,5,1,1,3,3,4,3,1,4,1,1,0,55,
Southern Metropolitan,Greater Dandenong (C), 2018Total,28,34,4,7,11,16,22,24,16,10,13,12,12,12,9,6,14,10,0,260,
Southern Metropolitan,Greater Dandenong (C), 2017Total,122,107,53,41,38,46,55,54,53,47,46,54,53,63,61,58,65,106,0,1122,
Southern Metropolitan,Greater Dandenong (C), 2016Total,33,14,5,9,8,12,22,15,8,20,13,9,11,19,22,21,21,40,0,302,
Southern Metropolitan,Hepburn (S), 2019YTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Southern Metropolitan,Hepburn (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Hepburn (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Hepburn (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Hepburn (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Hepburn (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Hepburn (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Kingston (C), 2019YTD,124,141,83,59,55,63,77,74,79,67,57,44,38,31,35,27,23,30,0,1107,
Southern Metropolitan,Kingston (C), 2018YTD,8,3,4,1,5,8,4,8,11,9,5,8,4,6,5,2,0,2,0,93,
Southern Metropolitan,Kingston (C), 2017YTD,24,16,13,14,4,9,13,22,16,19,15,15,17,19,18,14,21,27,0,296,
Southern Metropolitan,Kingston (C), 2016YTD,13,4,5,1,1,7,6,0,4,5,4,7,1,3,3,4,4,2,0,74,
Southern Metropolitan,Kingston (C), 2018Total,28,28,20,6,14,25,22,26,36,34,24,23,20,13,10,11,8,14,0,362,
Southern Metropolitan,Kingston (C), 2017Total,110,149,95,72,43,34,82,113,92,94,87,77,74,72,65,56,67,127,0,1509,
Southern Metropolitan,Kingston (C), 2016Total,35,32,18,14,12,25,30,21,23,30,19,27,16,19,12,26,22,40,1,422,
Southern Metropolitan,Knox (C), 2019YTD,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,
Southern Metropolitan,Knox (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Knox (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Knox (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Knox (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Knox (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Knox (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Latrobe (C), 2019YTD,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
Southern Metropolitan,Latrobe (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Latrobe (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Latrobe (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Latrobe (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Latrobe (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Latrobe (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Manningham (C), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Manningham (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Manningham (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Manningham (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Manningham (C), 2018Total,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
Southern Metropolitan,Manningham (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Manningham (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Maribyrnong (C), 2019YTD,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Southern Metropolitan,Maribyrnong (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Maribyrnong (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Maribyrnong (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Maribyrnong (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Maribyrnong (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Maribyrnong (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Maroondah (C), 2019YTD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
Southern Metropolitan,Maroondah (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Maroondah (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Maroondah (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Maroondah (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Maroondah (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Maroondah (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Melbourne (C), 2019YTD,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,
Southern Metropolitan,Melbourne (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Melbourne (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Melbourne (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Melbourne (C), 2018Total,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,3,
Southern Metropolitan,Melbourne (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Melbourne (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moira (S), 2019YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
Southern Metropolitan,Moira (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moira (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moira (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moira (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moira (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moira (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Monash (C), 2019YTD,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,6,
Southern Metropolitan,Monash (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Monash (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Monash (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Monash (C), 2018Total,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,
Southern Metropolitan,Monash (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Monash (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moonee Valley (C), 2019YTD,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,
Southern Metropolitan,Moonee Valley (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moonee Valley (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moonee Valley (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moonee Valley (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moonee Valley (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moonee Valley (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moreland (C), 2019YTD,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,
Southern Metropolitan,Moreland (C), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moreland (C), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moreland (C), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moreland (C), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moreland (C), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Moreland (C), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Mornington Peninsula (S), 2019YTD,91,109,56,54,59,65,57,50,57,59,52,55,70,52,51,43,45,84,0,1109,
Southern Metropolitan,Mornington Peninsula (S), 2018YTD,9,13,2,2,3,2,5,4,9,4,6,3,8,6,4,8,4,3,0,95,
Southern Metropolitan,Mornington Peninsula (S), 2017YTD,7,19,6,28,13,14,18,15,21,16,13,21,20,17,12,10,6,8,2,266,
Southern Metropolitan,Mornington Peninsula (S), 2016YTD,3,9,5,4,4,4,3,7,5,11,4,6,3,5,3,3,3,5,0,87,
Southern Metropolitan,Mornington Peninsula (S), 2018Total,35,38,20,17,17,23,18,32,34,25,30,14,37,25,21,19,15,23,0,443,
Southern Metropolitan,Mornington Peninsula (S), 2017Total,111,186,108,119,61,51,68,82,101,100,86,104,100,89,75,77,55,101,2,1676,
Southern Metropolitan,Mornington Peninsula (S), 2016Total,19,25,28,27,14,16,17,22,28,32,27,26,22,29,28,24,25,39,2,450,
Southern Metropolitan,Northern Grampians (S), 2019YTD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
Southern Metropolitan,Northern Grampians (S), 2018YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Northern Grampians (S), 2017YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Northern Grampians (S), 2016YTD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Northern Grampians (S), 2018Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Northern Grampians (S), 2017Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Northern Grampians (S), 2016Total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Southern Metropolitan,Port Phillip (C), 2019YTD,47,49,29,24,38,70,85,76,65,44,32,40,30,18,20,9,7,12,0,695,
Southern Metropolitan,Port Phillip (C), 2018YTD,1,2,0,3,3,4,8,9,13,10,7,3,4,2,1,0,2,2,0,74,
Southern Metropolitan,Port Phillip (C), 2017YTD,9,11,8,7,8,13,18,17,14,18,16,7,12,10,8,7,4,5,0,192,
Southern Metropolitan,Port Phillip (C), 2016YTD,9,1,4,3,2,4,7,9,10,8,6,6,4,2,3,0,2,0,0,80,
Southern Metropolitan,Port Phillip (C), 2018Total,11,11,3,7,6,27,14,34,32,24,17,8,11,7,2,5,5,9,0,233,
Southern Metropolitan,Port Phillip (C), 2017Total,58,54,39,26,34,43,76,78,64,73,53,46,37,35,32,21,29,34,0,832,
Southern Metropolitan,Port Phillip (C), 2016Total,16,7,7,9,12,18,26,25,23,17,21,11,16,10,5,3,8,8,0,242,
Southern Metropolitan,Stonnington (C), 2019YTD,42,51,61,45,62,47,70,57,44,36,23,31,30,31,22,16,14,40,0,722,
Southern Metropolitan,Stonnington (C), 2018YTD,2,0,3,2,6,6,8,6,6,5,8,5,7,0,3,1,1,1,0,70,
